id,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
12221,2014-12-16,brun,28.0,17.0,32415.0,M,master,detective,78.99,oui,0
12222,2014-02-21,chatain,37.0,8.0,40460.0,F,master,detective,83.79,oui,0
12223,2012-02-24,blond,43.0,11.0,35723.0,M,master,detective,89.19,oui,0
12224,2010-10-18,blond,30.0,11.0,42869.0,M,bac,geologie,47.9,non,0
12225,2010-07-16,chatain,41.0,12.0,37770.0,F,licence,detective,74.26,non,0
12226,2010-01-23,chatain,41.0,9.0,41981.0,M,master,geologie,68.81,oui,0
12227,2012-05-18,roux,26.0,9.0,39156.0,M,licence,forage,49.11,oui,0
12228,2010-02-18,chatain,21.0,10.0,41475.0,M,master,geologie,74.55,oui,0
12229,2014-05-27,chatain,48.0,9.0,31559.0,F,doctorat,geologie,97.46,non,0
12230,2012-09-23,blond,30.0,10.0,31272.0,F,bac,detective,51.14,non,0
12231,2011-07-12,roux,51.0,12.0,30438.0,M,licence,forage,56.72,non,0
12232,2013-10-24,brun,15.0,13.0,30802.0,F,master,detective,108.25,oui,0
12233,2011-08-17,roux,45.0,8.0,34480.0,M,bac,geologie,68.58,non,0
12234,2010-12-27,brun,44.0,7.0,42823.0,M,licence,detective,47.57,oui,0
12235,2013-10-04,chatain,25.0,8.0,35250.0,M,master,geologie,88.4,oui,0
12236,2013-02-18,blond,37.0,8.0,26821.0,M,master,forage,77.16,non,0
12237,2013-01-22,brun,32.0,10.0,40920.0,M,licence,geologie,60.78,non,0
12238,2012-03-03,chatain,40.0,11.0,37464.0,F,licence,forage,74.89,non,0
12239,2014-10-05,chatain,34.0,10.0,33921.0,M,master,geologie,76.41,non,0
12240,2013-05-20,brun,20.0,7.0,33271.0,M,master,geologie,93.51,oui,0
12241,2014-03-08,brun,34.0,8.0,38686.0,M,licence,geologie,86.51,non,0
12242,2013-01-26,blond,28.0,9.0,35188.0,M,bac,geologie,48.06,non,0
12243,2014-07-21,chatain,30.0,11.0,34530.0,F,doctorat,detective,87.44,oui,0
12244,2014-08-18,brun,44.0,11.0,35212.0,M,licence,geologie,51.71,non,0
12245,2010-04-11,blond,31.0,17.0,43822.0,M,bac,forage,60.57,non,0
12246,2011-03-23,chatain,40.0,10.0,42060.0,F,master,detective,85.98,oui,0
12247,2010-04-15,chatain,40.0,19.0,42398.0,F,master,detective,68.32,oui,0
12248,2014-04-07,blond,32.0,8.0,28996.0,F,licence,geologie,94.08,non,0
12249,2011-09-20,brun,26.0,3.0,38039.0,M,master,detective,74.11,oui,0
12250,2014-01-27,brun,48.0,9.0,38826.0,F,licence,detective,71.13,non,0
12251,2012-01-20,brun,23.0,7.0,33948.0,M,master,detective,85.24,oui,0
12252,2014-05-06,chatain,36.0,8.0,40830.0,M,master,detective,58.39,oui,0
12253,2013-01-28,chatain,54.0,10.0,33641.0,F,doctorat,geologie,98.69,oui,0
12254,2013-06-24,roux,25.0,12.0,38820.0,F,bac,forage,64.14,non,0
12255,2013-08-08,roux,41.0,11.0,28665.0,F,licence,detective,102.78,non,0
12256,2011-09-01,roux,45.0,15.0,33635.0,F,licence,detective,84.05,non,0
12257,2011-05-28,blond,42.0,8.0,36155.0,F,licence,detective,68.09,oui,0
12258,2010-09-14,blond,35.0,8.0,35835.0,M,licence,forage,60.08,oui,0
12259,2014-03-10,brun,46.0,10.0,44339.0,M,licence,forage,72.51,oui,0
12260,2010-05-22,chatain,40.0,10.0,40399.0,F,licence,forage,46.16,non,0
12261,2013-02-15,chatain,41.0,3.0,36009.0,M,,geologie,66.86,oui,1
12262,2011-11-06,blond,36.0,15.0,28131.0,M,licence,detective,85.03,non,1
12263,2010-01-26,brun,35.0,11.0,34680.0,M,licence,detective,75.92,non,1
12264,2010-09-15,brun,43.0,13.0,31285.0,F,master,geologie,108.23,oui,0
12265,2010-08-15,chatain,34.0,5.0,38516.0,F,master,forage,74.4,oui,0
12266,2011-07-26,chatain,42.0,8.0,33854.0,F,master,geologie,53.58,non,1
12267,2011-04-14,blond,41.0,7.0,30912.0,F,licence,forage,97.24,non,0
12268,2014-05-27,blond,35.0,10.0,32614.0,F,master,detective,76.13,oui,0
12269,2013-11-25,brun,41.0,8.0,35039.0,F,master,archeologie,90.59,oui,0
12270,2012-10-16,brun,45.0,13.0,28741.0,F,master,detective,91.09,non,0
12271,2011-09-27,blond,37.0,11.0,41173.0,M,bac,geologie,42.49,non,0
12272,2011-05-20,chatain,33.0,10.0,32307.0,F,master,geologie,95.44,non,0
12273,2010-11-26,chatain,53.0,11.0,34397.0,M,doctorat,geologie,75.84,oui,0
12274,2011-09-17,blond,44.0,9.0,38690.0,M,bac,geologie,69.37,non,0
12275,2010-07-20,blond,32.0,13.0,37252.0,M,bac,geologie,45.48,non,0
12276,2011-05-05,brun,37.0,10.0,35497.0,M,master,forage,94.91,oui,0
12277,2012-10-21,chatain,41.0,8.0,31250.0,F,master,detective,73.36,non,0
12278,2014-09-01,brun,43.0,6.0,38193.0,F,licence,detective,74.84,non,0
12279,2012-01-14,chatain,48.0,9.0,38320.0,F,licence,geologie,71.48,non,0
12280,2013-12-27,blond,51.0,5.0,32090.0,M,licence,geologie,63.11,non,0
12281,2011-12-19,blond,40.0,12.0,33054.0,M,master,forage,85.15,oui,0
12282,2014-11-06,chatain,,12.0,35851.0,M,licence,archeologie,72.55,non,1
12283,2010-02-11,blond,40.0,12.0,31007.0,M,master,geologie,74.28,non,0
12284,2012-07-24,brun,33.0,11.0,40197.0,M,master,geologie,66.39,oui,0
12285,2014-03-12,blond,35.0,7.0,45972.0,F,bac,forage,60.19,non,0
12286,2012-12-26,brun,36.0,10.0,24012.0,F,master,forage,88.22,non,0
12287,2014-04-06,chatain,42.0,7.0,28888.0,F,doctorat,archeologie,87.88,oui,0
12288,2014-10-31,chatain,23.0,13.0,40387.0,M,licence,geologie,59.19,non,0
12289,2010-09-26,blond,27.0,11.0,37717.0,M,bac,geologie,70.21,non,0
12290,2011-12-17,chatain,50.0,13.0,40087.0,F,licence,archeologie,60.55,non,0
12291,2013-03-05,brun,37.0,14.0,28215.0,F,master,detective,86.49,non,0
12292,2014-02-20,chatain,32.0,9.0,31539.0,M,doctorat,forage,79.26,oui,0
12293,2013-07-16,brun,28.0,8.0,31076.0,F,master,forage,88.23,non,0
12294,2012-11-07,blond,36.0,9.0,32661.0,M,licence,geologie,52.03,non,0
12295,2013-06-17,chatain,26.0,9.0,34910.0,F,master,geologie,92.51,non,0
12296,2014-07-14,brun,20.0,10.0,31961.0,F,licence,geologie,69.76,non,0
12297,2010-01-02,brun,48.0,5.0,32933.0,M,master,forage,79.14,oui,0
12298,2010-10-20,roux,37.0,11.0,33826.0,M,bac,detective,58.89,non,0
12299,2011-11-18,brun,30.0,9.0,35389.0,M,master,geologie,92.24,oui,0
12300,2011-10-15,chatain,40.0,8.0,30412.0,M,doctorat,forage,87.66,oui,0
12301,2012-09-14,blond,40.0,13.0,36178.0,F,licence,detective,85.61,oui,0
12302,2012-05-19,chatain,22.0,4.0,26502.0,M,doctorat,geologie,71.63,oui,1
12303,2010-09-25,blond,39.0,10.0,27575.0,F,master,detective,100.02,oui,0
12304,2011-04-12,blond,29.0,6.0,40803.0,F,licence,detective,111.18,oui,0
12305,2014-02-07,blond,27.0,9.0,30051.0,M,licence,geologie,65.1,non,0
12306,2010-02-15,brun,37.0,10.0,38794.0,M,master,forage,70.76,oui,0
12307,2013-10-24,brun,38.0,5.0,38638.0,M,licence,detective,53.13,oui,0
12308,2014-06-19,brun,42.0,8.0,27031.0,F,doctorat,detective,104.96,oui,0
12309,2012-09-23,chatain,40.0,10.0,41576.0,F,licence,archeologie,60.83,oui,0
12310,2010-04-22,chatain,29.0,13.0,22512.0,F,doctorat,forage,119.48,non,0
12311,2010-05-12,chatain,25.0,1.0,34646.0,F,doctorat,archeologie,114.23,oui,0
12312,2010-04-09,roux,27.0,6.0,30568.0,M,bac,geologie,55.02,non,0
12313,2011-05-06,chatain,35.0,9.0,41718.0,M,master,detective,59.21,oui,0
12314,2013-08-23,brun,34.0,12.0,34344.0,F,bac,archeologie,53.23,non,0
12315,2014-05-09,blond,39.0,9.0,42350.0,M,bac,forage,51.29,oui,0
12316,2014-10-27,blond,40.0,15.0,39334.0,M,bac,detective,40.54,non,0
12317,2014-11-26,brun,44.0,11.0,32575.0,F,master,detective,114.85,oui,0
12318,2010-06-29,roux,22.0,5.0,31029.0,M,licence,geologie,91.52,non,0
12319,2011-07-15,chatain,26.0,8.0,49480.0,M,licence,forage,66.52,oui,0
12320,2010-06-19,brun,35.0,11.0,37691.0,F,master,detective,86.43,oui,1
12321,2012-03-08,roux,5.0,13.0,24761.0,M,licence,geologie,79.05,non,0
12322,2011-09-20,blond,28.0,12.0,22990.0,F,master,geologie,106.55,non,0
12323,2010-04-08,blond,29.0,8.0,35739.0,M,licence,geologie,59.59,non,0
12324,2012-12-07,brun,21.0,11.0,39553.0,M,licence,geologie,32.0,non,0
12325,2014-02-14,roux,31.0,2.0,37857.0,M,licence,geologie,107.31,oui,1
12326,2014-10-17,blond,16.0,13.0,32676.0,M,master,geologie,62.0,non,0
12327,2013-12-07,blond,35.0,8.0,40608.0,M,bac,geologie,44.41,non,0
12328,2012-01-14,blond,38.0,6.0,27079.0,M,master,forage,86.32,non,0
12329,2011-09-02,blond,33.0,7.0,39143.0,M,licence,,82.58,oui,1
12330,2010-12-29,chatain,45.0,10.0,37091.0,M,doctorat,forage,84.81,oui,0
12331,2012-07-17,chatain,25.0,12.0,37498.0,F,doctorat,geologie,51.85,oui,1
12332,2012-03-13,chatain,14.0,11.0,38808.0,F,licence,detective,79.11,non,0
12333,2011-01-10,brun,27.0,10.0,40177.0,F,licence,detective,71.64,oui,0
12334,2013-08-03,brun,31.0,11.0,34579.0,M,master,forage,91.07,oui,0
12335,2013-03-31,brun,34.0,15.0,40829.0,M,master,detective,67.04,oui,0
12336,2014-07-19,chatain,53.0,5.0,34515.0,F,master,forage,91.61,non,0
12337,2014-02-04,brun,29.0,8.0,30052.0,F,licence,detective,62.88,non,1
12338,2011-10-03,blond,45.0,9.0,35314.0,F,bac,forage,71.19,non,0
12339,2012-01-12,blond,35.0,7.0,44307.0,M,licence,detective,58.49,oui,0
12340,2010-04-08,blond,44.0,14.0,16923.0,M,doctorat,geologie,114.01,non,0
12341,2013-05-11,blond,27.0,13.0,37961.0,M,licence,forage,61.18,non,0
12342,2013-03-03,blond,41.0,8.0,36512.0,M,bac,geologie,55.84,non,0
12343,2010-05-28,chatain,43.0,14.0,34662.0,M,master,geologie,78.18,non,0
12344,2013-06-14,brun,45.0,8.0,25846.0,F,doctorat,detective,88.99,oui,0
12345,2010-05-03,brun,47.0,11.0,33285.0,M,master,geologie,63.54,non,0
12346,2011-02-08,brun,47.0,7.0,22320.0,M,doctorat,geologie,89.55,oui,0
12347,2012-05-07,blond,44.0,8.0,31245.0,M,bac,geologie,57.95,non,0
12348,2011-09-03,chatain,40.0,7.0,46178.0,F,bac,forage,61.86,non,0
12349,2011-03-01,brun,36.0,16.0,32162.0,M,doctorat,detective,88.72,oui,0
12350,2012-03-10,blond,53.0,7.0,25740.0,F,master,detective,100.19,oui,0
12351,2013-01-16,brun,23.0,13.0,39214.0,M,licence,geologie,57.26,non,0
12352,2010-03-06,chatain,48.0,9.0,35061.0,M,master,geologie,77.02,non,0
12353,2010-08-30,chatain,27.0,10.0,30935.0,M,doctorat,geologie,80.78,non,0
12354,2013-05-29,chatain,13.0,13.0,41665.0,M,licence,geologie,67.85,non,0
12355,2011-06-02,chatain,36.0,9.0,36812.0,M,master,geologie,56.69,non,0
12356,2010-07-07,brun,51.0,8.0,31079.0,M,licence,geologie,63.34,non,0
12357,2012-03-08,brun,32.0,7.0,36767.0,F,doctorat,archeologie,121.41,oui,0
12358,2012-10-30,chatain,40.0,9.0,39418.0,F,doctorat,geologie,75.86,oui,1
12359,2013-08-24,blond,27.0,9.0,35654.0,M,licence,geologie,50.1,non,0
12360,2011-03-27,roux,36.0,4.0,37096.0,F,bac,detective,78.92,oui,0
12361,2013-07-21,blond,48.0,7.0,36795.0,M,licence,forage,72.72,oui,1
12362,2011-07-06,blond,33.0,12.0,44661.0,M,bac,forage,49.88,oui,0
12363,2014-01-08,blond,39.0,11.0,35411.0,M,licence,geologie,73.4,non,0
12364,2012-05-21,blond,44.0,11.0,35872.0,M,licence,geologie,73.53,non,0
12365,2013-05-01,brun,33.0,18.0,42960.0,M,licence,geologie,79.49,non,0
12366,2013-09-04,brun,44.0,13.0,39970.0,F,licence,detective,77.73,oui,0
12367,2012-07-19,chatain,24.0,14.0,35117.0,F,doctorat,detective,93.69,oui,0
12368,2014-07-07,blond,31.0,13.0,43386.0,M,bac,geologie,62.6,non,0
12369,2011-05-01,roux,38.0,14.0,30583.0,M,licence,geologie,61.5,non,0
12370,2014-02-03,brun,33.0,11.0,26741.0,M,master,geologie,88.43,non,0
12371,2014-10-27,chatain,50.0,9.0,33350.0,F,doctorat,detective,99.4,oui,0
12372,2011-08-24,blond,33.0,9.0,35671.0,M,licence,forage,85.73,non,1
12373,2014-09-09,brun,49.0,10.0,37023.0,M,licence,geologie,73.22,non,0
12374,2013-02-02,blond,25.0,8.0,35349.0,M,licence,forage,72.41,oui,0
12375,2013-10-21,brun,49.0,11.0,30859.0,F,master,geologie,95.9,non,0
12376,2011-07-04,roux,37.0,12.0,29710.0,M,bac,geologie,51.41,non,0
12377,2014-10-31,brun,15.0,7.0,29983.0,M,master,geologie,74.8,non,0
12378,2011-12-30,chatain,37.0,5.0,27092.0,F,doctorat,detective,125.41,oui,0
12379,2012-05-19,chatain,38.0,8.0,41285.0,F,,detective,93.35,oui,0
12380,2012-10-09,brun,23.0,14.0,38489.0,M,licence,geologie,49.68,non,0
12381,2011-03-18,chatain,41.0,9.0,32122.0,M,master,geologie,60.02,non,0
12382,2012-03-18,chatain,48.0,6.0,42078.0,M,master,geologie,58.77,oui,0
12383,2013-02-16,brun,32.0,4.0,30198.0,M,master,geologie,63.63,non,0
12384,2014-03-27,chatain,27.0,5.0,37924.0,F,master,archeologie,76.18,non,0
12385,2010-12-31,chatain,42.0,13.0,26448.0,M,doctorat,forage,98.64,oui,0
12386,2010-09-12,chatain,53.0,10.0,30168.0,F,licence,geologie,64.38,non,0
12387,2010-11-17,blond,43.0,8.0,33451.0,M,master,geologie,84.27,non,1
12388,2011-02-15,brun,29.0,9.0,37617.0,F,master,archeologie,100.66,oui,0
12389,2013-06-23,brun,28.0,6.0,37743.0,M,master,forage,60.39,non,0
12390,2012-01-29,brun,39.0,8.0,30206.0,M,licence,detective,73.1,non,1
12391,2010-10-16,blond,29.0,11.0,37530.0,M,licence,geologie,61.14,oui,0
12392,2014-06-28,roux,33.0,8.0,24180.0,M,licence,geologie,83.05,non,0
12393,2014-11-25,blond,33.0,9.0,27795.0,F,master,detective,91.6,oui,0
12394,2014-10-16,blond,40.0,9.0,26513.0,M,doctorat,,93.12,oui,0
12395,2012-03-06,blond,34.0,10.0,35463.0,M,licence,geologie,71.16,non,0
12396,2011-06-10,chatain,22.0,16.0,39263.0,M,master,archeologie,73.9,oui,0
12397,2010-04-30,chatain,19.0,10.0,37498.0,F,master,forage,76.56,oui,0
12398,2012-02-04,blond,40.0,10.0,31971.0,F,licence,detective,79.42,non,0
12399,2010-12-28,brun,28.0,7.0,39885.0,F,licence,detective,67.21,non,0
12400,2011-04-14,brun,35.0,12.0,32035.0,F,master,geologie,73.63,non,0
12401,2010-10-10,brun,40.0,14.0,35193.0,F,licence,geologie,61.92,non,0
12402,2013-05-02,blond,30.0,4.0,33708.0,F,licence,geologie,69.01,non,0
12403,2012-05-14,blond,42.0,14.0,30463.0,M,licence,geologie,76.22,non,0
12404,2011-09-06,chatain,51.0,8.0,35368.0,F,licence,forage,62.09,non,0
12405,2013-04-17,chatain,46.0,8.0,34780.0,F,doctorat,forage,95.53,oui,0
12406,2010-08-13,roux,37.0,11.0,28390.0,F,bac,geologie,90.72,non,0
12407,2013-04-29,brun,19.0,8.0,40316.0,M,bac,geologie,49.41,non,0
12408,2014-04-15,blond,33.0,10.0,41917.0,M,bac,forage,77.58,oui,0
12409,2012-07-13,chatain,30.0,9.0,35472.0,F,master,forage,78.68,oui,0
12410,2010-03-06,chatain,55.0,8.0,30846.0,M,doctorat,geologie,70.0,non,1
12411,2014-05-20,roux,36.0,12.0,32126.0,M,bac,geologie,55.01,non,0
12412,2011-12-11,brun,13.0,3.0,36107.0,M,licence,geologie,76.46,non,0
12413,2013-06-26,chatain,61.0,8.0,30518.0,M,doctorat,forage,78.63,oui,0
12414,2014-11-09,brun,54.0,9.0,27964.0,M,doctorat,forage,92.93,oui,0
12415,2013-11-17,blond,27.0,11.0,42050.0,M,bac,forage,39.99,non,0
12416,2014-11-23,chatain,29.0,6.0,25410.0,F,master,geologie,98.75,non,0
12417,2013-10-04,brun,32.0,9.0,33633.0,M,master,detective,65.7,oui,0
12418,2012-01-29,roux,37.0,13.0,34735.0,M,licence,forage,78.69,oui,0
12419,2013-08-01,blond,24.0,13.0,26784.0,M,master,geologie,91.03,non,1
12420,2011-09-27,chatain,30.0,9.0,39003.0,F,master,detective,49.32,oui,0
12421,2010-03-11,blond,25.0,7.0,34253.0,M,bac,geologie,24.45,non,0
12422,2014-09-12,brun,36.0,9.0,28846.0,M,licence,geologie,59.02,non,0
12423,2010-11-28,brun,34.0,11.0,30305.0,M,licence,geologie,83.32,non,0
12424,2010-12-25,brun,38.0,12.0,41540.0,F,bac,geologie,56.22,non,0
12425,2010-04-15,brun,34.0,8.0,31433.0,F,master,detective,96.8,oui,0
12426,2013-11-15,brun,30.0,10.0,32436.0,F,master,forage,68.44,non,0
12427,2010-08-02,brun,44.0,8.0,35278.0,F,licence,forage,67.49,non,0
12428,2014-04-09,blond,34.0,8.0,36488.0,M,licence,geologie,61.83,non,0
12429,2011-02-28,blond,32.0,7.0,31639.0,M,master,geologie,89.36,non,0
12430,2011-09-27,chatain,43.0,7.0,34014.0,F,master,archeologie,87.01,oui,0
12431,2012-01-30,brun,36.0,12.0,33147.0,M,master,geologie,82.1,non,0
12432,2014-02-12,chatain,35.0,10.0,42220.0,M,licence,forage,64.59,oui,0
12433,2013-02-15,chatain,36.0,12.0,30752.0,M,licence,geologie,58.34,non,0
12434,2014-05-07,chatain,27.0,13.0,43066.0,M,licence,forage,58.92,oui,0
12435,2014-02-24,chatain,54.0,9.0,38804.0,F,master,forage,94.4,oui,0
12436,2011-03-11,chatain,20.0,8.0,32963.0,F,master,detective,91.27,oui,0
12437,2014-12-07,blond,56.0,7.0,36812.0,M,licence,geologie,68.87,non,0
12438,2014-06-20,chatain,35.0,10.0,46077.0,M,licence,detective,54.55,oui,0
12439,2010-01-20,blond,45.0,3.0,20499.0,M,master,geologie,98.83,non,0
12440,2010-03-01,blond,20.0,5.0,36946.0,F,bac,geologie,60.97,non,0
12441,2012-07-26,brun,23.0,12.0,27310.0,M,master,geologie,84.37,non,0
12442,2011-08-13,blond,30.0,13.0,44313.0,F,bac,detective,77.66,oui,1
12443,,blond,48.0,7.0,45919.0,M,bac,geologie,61.78,non,0
12444,2014-11-20,roux,24.0,7.0,34358.0,M,master,detective,93.22,oui,0
12445,2012-02-04,chatain,22.0,8.0,35066.0,F,doctorat,detective,94.98,oui,0
12446,2014-01-22,blond,,9.0,34644.0,F,licence,geologie,57.92,non,0
12447,2014-12-20,roux,39.0,17.0,26686.0,F,master,detective,100.21,oui,0
12448,2013-10-22,brun,39.0,9.0,31373.0,M,master,geologie,83.49,non,0
12449,2013-10-06,brun,36.0,11.0,29168.0,M,doctorat,geologie,80.75,oui,0
12450,2014-12-17,brun,33.0,10.0,47989.0,M,bac,geologie,66.35,non,0
12451,2014-02-22,blond,35.0,12.0,33375.0,F,licence,forage,90.34,non,0
12452,2012-06-07,brun,20.0,6.0,37743.0,F,master,forage,85.38,oui,0
12453,2014-09-01,chatain,35.0,8.0,30715.0,F,master,forage,,non,1
12454,2010-03-15,blond,25.0,10.0,33665.0,F,licence,geologie,89.54,non,0
12455,2010-08-15,brun,43.0,10.0,32589.0,M,licence,geologie,47.43,non,0
12456,2012-07-21,chatain,41.0,7.0,38333.0,M,doctorat,detective,93.86,oui,0
12457,2012-04-18,blond,26.0,6.0,40115.0,F,licence,detective,89.8,oui,0
12458,2014-01-17,brun,26.0,7.0,27513.0,M,master,geologie,106.63,non,0
12459,2014-02-11,brun,36.0,13.0,39030.0,M,master,geologie,71.36,oui,0
12460,2010-04-10,chatain,26.0,7.0,36614.0,F,master,forage,67.39,oui,1
12461,2012-04-27,blond,20.0,11.0,44505.0,M,bac,geologie,29.75,non,0
12462,2014-01-01,chatain,56.0,11.0,28730.0,F,doctorat,detective,104.26,non,0
12463,2014-03-03,,26.0,9.0,28271.0,M,doctorat,detective,107.23,oui,0
12464,2013-11-14,roux,20.0,10.0,40007.0,M,bac,forage,42.13,non,0
12465,2012-07-20,blond,21.0,14.0,30637.0,F,master,forage,92.63,oui,0
12466,2010-04-28,chatain,34.0,7.0,36713.0,F,master,geologie,,non,0
12467,2013-12-16,chatain,36.0,,37058.0,F,master,detective,80.82,oui,0
12468,2011-08-14,brun,15.0,7.0,34413.0,M,master,geologie,73.13,non,0
12469,2014-07-19,roux,21.0,3.0,36777.0,M,bac,geologie,57.67,non,0
12470,2014-09-21,blond,44.0,3.0,32858.0,F,licence,detective,78.15,non,0
12471,2014-07-22,brun,47.0,4.0,28081.0,F,master,geologie,90.13,non,0
12472,2013-02-09,blond,42.0,13.0,32505.0,M,master,geologie,87.28,oui,0
12473,2013-02-07,brun,29.0,10.0,28974.0,M,master,geologie,90.29,non,0
12474,2013-12-18,blond,44.0,15.0,25444.0,M,master,forage,86.66,non,0
12475,2012-05-21,brun,28.0,9.0,35855.0,M,licence,geologie,54.26,non,0
12476,2013-10-27,brun,39.0,12.0,35964.0,M,licence,geologie,61.16,non,0
12477,2010-12-26,chatain,20.0,11.0,42354.0,M,master,geologie,63.64,oui,1
12478,2010-01-15,chatain,45.0,5.0,34201.0,F,licence,geologie,82.2,non,0
12479,2013-08-07,roux,42.0,9.0,27537.0,M,master,archeologie,98.61,oui,0
12480,2010-07-28,brun,32.0,,35641.0,F,master,archeologie,95.47,oui,0
12481,2012-04-24,blond,28.0,13.0,35399.0,F,licence,forage,81.92,non,0
12482,2010-07-20,blond,12.0,12.0,36975.0,M,master,geologie,87.93,,1
12483,2014-05-26,blond,37.0,6.0,39253.0,M,licence,geologie,51.43,non,0
12484,2010-12-21,chatain,38.0,5.0,42665.0,F,master,geologie,47.63,oui,1
12485,2012-07-16,chatain,32.0,12.0,31894.0,F,doctorat,detective,83.36,oui,0
12486,2013-06-07,brun,36.0,8.0,44835.0,M,,detective,61.21,oui,0
12487,2013-03-09,brun,37.0,7.0,25129.0,F,master,detective,90.99,non,0
12488,2012-11-09,blond,44.0,8.0,37999.0,M,licence,forage,66.16,oui,0
12489,2011-08-07,brun,39.0,4.0,31939.0,M,master,geologie,66.18,non,0
12490,2012-07-26,chatain,40.0,13.0,44554.0,M,licence,forage,52.58,oui,0
12491,2013-03-27,blond,50.0,8.0,32610.0,M,licence,geologie,72.05,non,0
12492,2011-09-28,blond,20.0,9.0,30166.0,F,master,archeologie,106.56,oui,0
12493,2014-07-28,roux,50.0,11.0,38428.0,M,bac,geologie,64.13,non,0
12494,2011-07-23,brun,39.0,17.0,37965.0,M,master,geologie,59.45,oui,0
12495,2012-08-24,blond,36.0,7.0,31738.0,F,licence,forage,64.75,non,0
12496,2010-10-20,brun,42.0,7.0,35787.0,F,licence,forage,80.2,non,0
12497,2013-01-07,chatain,12.0,5.0,33632.0,F,licence,geologie,64.65,non,0
12498,2011-11-19,chatain,44.0,9.0,36902.0,F,doctorat,forage,93.61,oui,0
12499,2014-07-02,chatain,35.0,11.0,34861.0,M,master,forage,66.33,oui,0
12500,2010-04-19,blond,35.0,13.0,24631.0,F,master,geologie,92.89,non,0
12501,2013-06-19,roux,36.0,12.0,39453.0,M,bac,geologie,38.27,non,0
12502,2012-10-22,brun,28.0,9.0,42879.0,M,licence,geologie,38.91,non,0
12503,2014-09-14,chatain,38.0,6.0,37244.0,F,licence,geologie,60.62,non,0
12504,2011-07-15,roux,42.0,12.0,32575.0,M,licence,forage,91.79,non,0
12505,2010-04-02,chatain,41.0,6.0,29782.0,F,doctorat,detective,96.73,oui,0
12506,2014-06-20,blond,30.0,15.0,35464.0,M,licence,forage,78.99,oui,0
12507,2010-02-02,brun,46.0,7.0,34231.0,F,master,detective,91.9,non,0
12508,2010-07-18,blond,28.0,7.0,31981.0,M,licence,geologie,82.52,non,0
12509,2010-07-24,blond,51.0,10.0,32833.0,M,bac,geologie,74.35,non,0
12510,2013-09-08,brun,30.0,10.0,36183.0,M,master,geologie,81.47,non,0
12511,2010-01-15,roux,35.0,14.0,35721.0,M,licence,geologie,86.91,oui,0
12512,2010-05-07,brun,35.0,5.0,31338.0,M,master,geologie,63.87,non,0
12513,2010-06-15,chatain,55.0,11.0,33262.0,F,licence,forage,75.69,non,0
12514,2011-06-13,chatain,38.0,11.0,37494.0,F,bac,archeologie,55.48,non,1
12515,2010-04-10,roux,37.0,10.0,,F,bac,detective,66.46,non,0
12516,2013-07-27,chatain,36.0,11.0,37185.0,F,master,geologie,68.68,non,0
12517,2010-03-06,roux,32.0,6.0,39911.0,M,bac,geologie,59.11,non,0
12518,2014-05-01,blond,32.0,12.0,29846.0,M,master,geologie,102.92,non,0
12519,2012-04-15,blond,28.0,10.0,32557.0,M,licence,geologie,60.5,non,0
12520,2013-10-28,blond,46.0,9.0,26505.0,M,master,geologie,94.69,non,0
12521,2011-09-07,brun,38.0,9.0,40228.0,F,licence,detective,81.45,oui,0
12522,2012-08-27,blond,40.0,15.0,34270.0,M,licence,geologie,75.53,non,0
12523,2011-07-10,roux,56.0,6.0,36330.0,M,bac,forage,73.87,non,0
12524,2013-11-07,chatain,12.0,11.0,46373.0,F,licence,geologie,63.15,non,0
12525,2012-09-29,chatain,23.0,7.0,30591.0,F,doctorat,archeologie,103.09,oui,0
12526,2011-04-26,brun,51.0,7.0,43666.0,M,master,forage,85.81,oui,0
12527,2012-07-20,brun,29.0,14.0,30438.0,F,master,detective,93.24,non,0
12528,2012-12-29,chatain,30.0,8.0,40213.0,F,licence,forage,69.5,non,0
12529,2011-11-19,chatain,37.0,17.0,34646.0,F,doctorat,forage,74.37,oui,0
12530,2011-02-26,brun,30.0,11.0,42278.0,M,licence,geologie,73.42,non,0
12531,2012-04-21,brun,35.0,12.0,31596.0,F,master,detective,95.95,oui,0
12532,2010-08-29,brun,33.0,11.0,44357.0,F,master,archeologie,85.47,oui,0
12533,2010-08-18,chatain,28.0,7.0,37677.0,F,master,archeologie,94.29,oui,0
12534,2010-02-12,brun,28.0,7.0,32578.0,M,master,geologie,82.71,non,0
12535,2011-09-29,chatain,41.0,6.0,29840.0,F,master,detective,98.04,non,0
12536,2013-05-08,blond,30.0,9.0,38837.0,M,licence,detective,59.29,non,0
12537,2012-09-19,brun,41.0,12.0,28484.0,F,master,geologie,95.7,non,0
12538,2012-06-30,brun,25.0,8.0,37099.0,F,master,geologie,68.52,oui,1
12539,2010-04-02,chatain,33.0,7.0,42546.0,F,master,detective,92.32,oui,0
12540,2012-05-20,chatain,32.0,11.0,,F,master,detective,79.27,oui,0
12541,2014-11-04,brun,37.0,9.0,31519.0,M,master,forage,81.58,oui,1
12542,2014-09-14,chatain,33.0,9.0,42792.0,M,master,detective,58.69,oui,0
12543,2012-10-13,chatain,21.0,11.0,37468.0,F,master,detective,73.87,oui,0
12544,2010-03-05,brun,34.0,11.0,35572.0,F,master,forage,89.13,oui,0
